product_handle,author,author_location,rating,title,content,author_country,commented_at,verify_purchase,feature,publish
pista-embroidered-silk-blended-kurta-bottom-dupatta-set,Lavanya Menon,"Patna, India",5,Stunning in person,Loved it the moment I opened the parcel. The dupatta is gorgeous and the whole set feels festive and premium. Delivery was quick too.,IN,6/8/2026,yes,no,yes
multi-colour-printed-cotton-blended-midi-dress-2,Priya Patel,"Pune, India",5,Fabric is lovely,Obsessed with this! The dress flows beautifully and is so comfortable. Repeat customer for sure.,IN,2/25/2026,yes,no,yes
purple-embroidered-cotton-blended-midi-dress,Yash Sinha,"Raipur, India",5,Fabric is lovely,Worth every single rupee. The dress flows beautifully and is so comfortable. Repeat customer for sure.,IN,6/12/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Sanya Bajaj,"Guwahati, India",5,Worth every rupee,"So so happy with this one. Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,2/13/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Rhea Naidu,"Bhopal, India",5,Absolutely love it,Obsessed with this! The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,5/17/2026,no,no,yes
magenta-embroidered-silk-blended-kurta-bottom-dupatta-set,Aarohi Sinha,"Jaipur, India",5,Fabric is lovely,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.,IN,6/9/2026,yes,no,yes
yellow-embroidered-georgette-kurta-bottom-dupatta-set,Aarohi Banerjee,"Ahmedabad, India",5,So elegant,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,6/3/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Riya Bose,"Bengaluru, India",4,Really nice,"Liked it a lot. Lovely set; dupatta is pretty, kurta fit slightly loose. Happy overall.",IN,1/26/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Pallavi Agarwal,"Thane, India",5,Stunning in person,"Bahut sundar hai, loved it. The dupatta is gorgeous and the whole set feels festive and premium. Adding more to my cart soon.",IN,4/16/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Deepika Desai,"Noida, India",5,Bahut sundar,"Loved it the moment I opened the parcel. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,5/31/2026,yes,no,yes
teal-printed-silk-blended-midi-dress,Garima Rao,"Ludhiana, India",5,Fabric is lovely,Even prettier than the photos. Perfect length and the print is vibrant. Delivery was quick too.,IN,1/16/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Kritika Trivedi,"Chennai, India",5,Best purchase,"Such a beautiful piece. Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,6/15/2026,yes,no,yes
maroon-printed-silk-blended-midi-dress,Khushi Chauhan,"Thane, India",5,Repeat buyer,"Loved it the moment I opened the parcel. Flattering fit, great for brunch and dinners. Packaging was lovely.",IN,2/25/2026,yes,no,yes
green-solid-viscose-blended-korean-style-co-ord-set,Isha Goel,"Nashik, India",5,Highly recommend,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Delivery was quick too.,IN,4/2/2026,yes,no,yes
red-embroidered-georgette-kurta-bottom-dupatta-set,Rishabh Mishra,"Vadodara, India",5,Bahut sundar,Such a beautiful piece. Embroidery is rich and the fit of all three pieces is spot on. Repeat customer for sure.,IN,1/7/2026,yes,no,yes
green-printed-crepe-silk-co-ord-set,Nisha Sharma,"Patna, India",5,Worth every rupee,"So so happy with this one. Such a comfy co-ord, perfect for brunch and travel. Packaging was lovely.",IN,2/18/2026,yes,yes,yes
printed-magenta-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Aanya Iyer,"Lucknow, India",5,Exceeded expectations,This is now my favourite. The colour and the work look so elegant in person. Delivery was quick too.,IN,2/11/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Vaishnavi Trivedi,"Coimbatore, India",3,Average,Had mixed feelings about this. Top was nice but the pant fit was just okay. Might order again on a sale.,IN,4/23/2026,yes,no,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Khushi Chopra,"Vadodara, India",5,Beautiful piece,"Obsessed with this! Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,2/20/2026,yes,no,yes
pink-embroidered-cotton-co-ord-set,Shruti Khanna,"Bhopal, India",5,Bahut sundar,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Will definitely order again.,IN,5/8/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress,Rhea Bajaj,"Surat, India",5,Highly recommend,Even prettier than the photos. The dress flows beautifully and is so comfortable. Highly recommend to everyone!,IN,5/5/2026,yes,yes,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Aishwarya Sinha,"Mysuru, India",5,So elegant,Obsessed with this! Embroidery is rich and the fit of all three pieces is spot on. Delivery was quick too.,IN,2/27/2026,yes,no,yes
white-solid-cotton-satin-co-ord-set,Diya Patel,"Thane, India",5,Best purchase,"This is now my favourite. Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,4/24/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Divya Pandey,"Pune, India",5,Premium quality,This is now my favourite. The colour and the work look so elegant in person. Packaging was lovely.,IN,3/24/2026,yes,no,yes
golden-coloured-embroidered-viscose-silk-blended-co-ord-set,Nisha Rao,"Nashik, India",5,Got so many compliments,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Lovely Lady never disappoints.,IN,6/6/2026,yes,no,yes
teal-printed-silk-blended-midi-dress,Rhea Shetty,"Surat, India",5,Highly recommend,Obsessed with this! Perfect length and the print is vibrant. Packaging was lovely.,IN,5/21/2026,yes,no,yes
teal-blue-embroidered-cotton-co-ord-set,Arjun Sharma,"Coimbatore, India",5,Worth every rupee,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,6/19/2026,yes,no,yes
yellow-solid-viscose-blended-korean-style-co-ord-set,Neha Jain,"Ludhiana, India",5,Exceeded expectations,Absolutely in love with this! The colour is gorgeous in person and the fit is spot on. Adding more to my cart soon.,IN,4/8/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set-2,Ritika Chawla,"Dehradun, India",5,Premium quality,Worth every single rupee. The fabric falls beautifully and feels premium. Delivery was quick too.,IN,6/3/2026,yes,no,yes
grey-printed-crepe-silk-co-ord-set,Pooja Bose,"Kochi, India",5,Perfect fit,"Bahut sundar hai, loved it. The fabric falls beautifully and feels premium. Repeat customer for sure.",IN,1/10/2026,yes,no,yes
black-solid-cotton-satin-co-ord-set,Aditya Saxena,"Indore, India",5,Beautiful piece,Worth every single rupee. The fabric falls beautifully and feels premium. Lovely Lady never disappoints.,IN,5/23/2026,yes,no,yes
sky-blue-embroidered-cotton-co-ord-set,Trisha Verma,"Ahmedabad, India",5,Absolutely love it,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Will definitely order again.,IN,3/6/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set,Kavya Iyer,"Gurugram, India",5,Absolutely love it,Genuinely impressed. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,4/30/2026,yes,no,yes
navy-embroidered-cotton-blended-co-ord-set,Manvi Reddy,"Ludhiana, India",5,Beautiful piece,"Loved it the moment I opened the parcel. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,1/22/2026,yes,yes,yes
maroon-printed-viscose-blended-midi-dress,Meera Bhatia,"Kochi, India",4,Looks great,Quite happy with this. Pretty dress and comfortable fabric. Happy overall.,IN,4/20/2026,yes,no,yes
peach-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Aanya Bajaj,"Gurugram, India",4,Nice for the price,"Good one for the price. Good set overall, the bottom was a little long. Recommend it.",IN,3/10/2026,yes,no,yes
white-embroidered-cotton-kurta-bottom-dupatta-set,Sanya Mishra,"Patna, India",5,Worth every rupee,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,6/20/2026,yes,no,yes
purple-embroidered-cotton-blended-midi-dress,Sanya Gupta,"Jaipur, India",5,Repeat buyer,"Worth every single rupee. Flattering fit, great for brunch and dinners. Will definitely order again.",IN,6/1/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-3,Swati Pillai,"Vadodara, India",4,Looks great,Liked it a lot. Pretty dress and comfortable fabric. Happy overall.,IN,1/15/2026,yes,no,yes
rama-solid-cotton-satin-co-ord-set,Megha Arora,"Raipur, India",5,Gorgeous!,Such a beautiful piece. Top and pants both fit perfectly and the set looks so trendy. Lovely Lady never disappoints.,IN,5/9/2026,yes,yes,yes
yellow-printed-silk-blended-midi-dress,Riya Rao,"Coimbatore, India",5,Beautiful piece,Obsessed with this! Perfect length and the print is vibrant. Highly recommend to everyone!,IN,4/1/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Sneha Bose,"Visakhapatnam, India",5,Repeat buyer,Such a beautiful piece. The colour and the work look so elegant in person. Will definitely order again.,IN,5/11/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress,Isha Chauhan,"Vadodara, India",5,Stunning in person,Worth every single rupee. The dress flows beautifully and is so comfortable. Highly recommend to everyone!,IN,3/28/2026,yes,no,yes
yellow-embroidered-cotton-co-ord-set,Nisha Nair,"Dehradun, India",4,Good buy,Really pretty piece. Both pieces fit well and the fabric is comfy. Happy overall.,IN,1/29/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Tara Gupta,"Nashik, India",5,Perfect fit,"Worth every single rupee. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,5/23/2026,yes,no,yes
off-white-embroidered-viscose-blended-straight-cut-long-kurta,Mahika Dubey,"Nashik, India",5,Fabric is lovely,Worth every single rupee. Length is perfect and the stitching is neat. Lovely Lady never disappoints.,IN,5/28/2026,yes,no,yes
forest-green-printed-viscose-blended-midi-dress,Harshita Dubey,"Bengaluru, India",5,Absolutely love it,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Highly recommend to everyone!",IN,3/10/2026,yes,no,yes
sky-blue-embroidered-cotton-co-ord-set,Kritika Menon,"Delhi, India",5,Fabric is lovely,Worth every single rupee. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,1/17/2026,yes,yes,yes
green-printed-rayon-midi-dress,Sonal Menon,"Ludhiana, India",5,Worth every rupee,Absolutely in love with this! The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,6/19/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Sneha Goel,"Jaipur, India",5,So elegant,"Bahut sundar hai, loved it. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!",IN,3/13/2026,yes,no,yes
royal-blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Sakshi Menon,"Hyderabad, India",5,Exceeded expectations,"So so happy with this one. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,5/16/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Anjali Reddy,"Guwahati, India",5,Highly recommend,So so happy with this one. The embroidery is delicate and looks really premium. Highly recommend to everyone!,IN,4/7/2026,yes,no,yes
blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Kritika Nair,"Gurugram, India",5,Highly recommend,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,5/28/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Priya Chawla,"Nagpur, India",5,Fabric is lovely,"Loved it the moment I opened the parcel. Lovely fabric, twirls so well and feels premium. Lovely Lady never disappoints.",IN,6/12/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Aditi Desai,"Raipur, India",5,Exceeded expectations,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,2/18/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Aditya Patel,"Hyderabad, India",5,Worth every rupee,Obsessed with this! The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,5/11/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Isha Sharma,"Bhopal, India",4,Runs slightly small,Nice pick overall. Pretty dress and comfortable fabric. Recommend it.,IN,2/22/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Ananya Pandey,"Delhi, India",4,Nice for the price,"Good one for the price. Lovely set; dupatta is pretty, kurta fit slightly loose. Would buy again.",IN,3/15/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Aishwarya Joshi,"Gurugram, India",5,Beautiful piece,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Adding more to my cart soon.",IN,6/17/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Kavya Agarwal,"Chennai, India",4,Good buy,"Liked it a lot. Good set overall, the bottom was a little long. Happy overall.",IN,3/12/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Harshita Roy,"Visakhapatnam, India",4,Looks great,Good one for the price. Nice print; fit was slightly loose at the waist. Recommend it.,IN,4/24/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set,Pallavi Desai,"Chennai, India",5,So elegant,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.",IN,3/4/2026,yes,no,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Diya Mishra,"Ludhiana, India",5,Absolutely love it,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Adding more to my cart soon.,IN,4/15/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Mahika Gupta,"Pune, India",4,Nice for the price,"Quite happy with this. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,3/30/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-3,Aanya Bhatia,"Nashik, India",5,Absolutely love it,"This is now my favourite. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,5/18/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Harshita Naidu,"Bhubaneswar, India",3,Just okay,Average experience honestly. Decent set but the work was simpler than expected. Just be sure about the size.,IN,1/9/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Diya Banerjee,"Noida, India",5,Premium quality,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,4/12/2026,yes,no,yes
mustard-embroidered-viscose-blended-sleeveless-straight-long-kurta,Nisha Banerjee,"Gurugram, India",5,Fabric is lovely,This is now my favourite. So comfortable for office wear and the colour is exactly as shown. Highly recommend to everyone!,IN,5/12/2026,yes,yes,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Khushi Bhatia,"Pune, India",5,Got so many compliments,"This is now my favourite. Complete set, perfect for functions and got so many compliments. Lovely Lady never disappoints.",IN,4/19/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Lavanya Malhotra,"Chennai, India",5,Stunning in person,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Delivery was quick too.,IN,3/8/2026,yes,no,yes
green-embroidered-cotton-co-ord-set,Lavanya Desai,"Jaipur, India",5,Bahut sundar,So so happy with this one. The fabric falls beautifully and feels premium. Delivery was quick too.,IN,3/30/2026,yes,no,yes
teal-printed-silk-blended-midi-dress,Nisha Arora,"Bengaluru, India",4,Really nice,"Nice pick overall. Good dress, the length was a little long for me. Happy overall.",IN,3/10/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Naina Bajaj,"Gurugram, India",5,Highly recommend,Genuinely impressed. The colour and the work look so elegant in person. Repeat customer for sure.,IN,2/8/2026,yes,no,yes
yellow-embroidered-cotton-co-ord-set,Meera Joshi,"Vadodara, India",5,Perfect fit,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Delivery was quick too.,IN,6/4/2026,yes,no,yes
white-embroidered-georgette-kurta-bottom-dupatta-set,Vaishnavi Patel,"Bhopal, India",5,Absolutely love it,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,4/15/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Rohan Mehta,"Raipur, India",5,So elegant,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Adding more to my cart soon.,IN,4/26/2026,yes,yes,yes
white-embroidered-cotton-kurta-bottom-dupatta-set,Tanvi Menon,"Ahmedabad, India",5,Repeat buyer,Genuinely impressed. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,3/24/2026,yes,no,yes
pink-embroidered-cotton-blended-midi-dress,Sakshi Goel,"Thane, India",5,Fabric is lovely,"So so happy with this one. Lovely fabric, twirls so well and feels premium. Will definitely order again.",IN,4/28/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Nisha Patel,"Nagpur, India",5,Worth every rupee,Worth every single rupee. Embroidery is rich and the fit of all three pieces is spot on. Repeat customer for sure.,IN,5/27/2026,yes,yes,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Mahika Trivedi,"Hyderabad, India",5,Worth every rupee,Even prettier than the photos. Length is perfect and the stitching is neat. Highly recommend to everyone!,IN,4/26/2026,yes,no,yes
purple-solid-viscose-blended-korean-style-co-ord-set,Arjun Kapoor,"Delhi, India",4,Pretty and comfy,Liked it a lot. Trendy co-ord; colour slightly different from the photo. Happy overall.,IN,4/8/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set-2,Tara Jain,"Thane, India",5,Got so many compliments,Genuinely impressed. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,2/13/2026,yes,no,yes
yellow-printed-silk-blended-midi-dress,Deepika Bajaj,"Ludhiana, India",5,Got so many compliments,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,5/30/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Shruti Iyer,"Patna, India",5,Bahut sundar,Genuinely impressed. The colour and the work look so elegant in person. Highly recommend to everyone!,IN,5/4/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Rhea Naidu,"Coimbatore, India",5,Beautiful piece,Obsessed with this! Perfect length and the print is vibrant. Repeat customer for sure.,IN,2/18/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Nidhi Desai,"Nashik, India",5,Gorgeous!,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,2/27/2026,yes,no,yes
multi-colour-printed-cotton-blended-midi-dress-2,Sneha Pillai,"Ludhiana, India",5,Got so many compliments,"Loved it the moment I opened the parcel. Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,5/8/2026,yes,no,yes
yellow-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Lavanya Trivedi,"Patna, India",5,Absolutely love it,So so happy with this one. The embroidery is delicate and looks really premium. Packaging was lovely.,IN,5/9/2026,yes,no,yes
red-printed-viscose-blended-midi-dress-2,Vaishnavi Jain,"Ahmedabad, India",4,Runs slightly small,"Good one for the price. Good dress, the length was a little long for me. Would buy again.",IN,3/18/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Riya Bajaj,"Indore, India",5,Beautiful piece,Obsessed with this! Top and pants both fit perfectly and the set looks so trendy. Will definitely order again.,IN,2/14/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-2,Aditi Bhatia,"Indore, India",5,Fabric is lovely,Absolutely in love with this! Perfect length and the print is vibrant. Delivery was quick too.,IN,3/28/2026,no,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Arjun Sharma,"Mumbai, India",5,Highly recommend,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,4/30/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Isha Kapoor,"Ahmedabad, India",5,Absolutely love it,"Even prettier than the photos. Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,1/19/2026,yes,no,yes
teal-printed-silk-blended-midi-dress,Pallavi Pillai,"Chandigarh, India",5,Stunning in person,"Obsessed with this! Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,4/21/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Manvi Bhat,"Visakhapatnam, India",4,Nice for the price,"Liked it a lot. Good set overall, the bottom was a little long. Recommend it.",IN,2/16/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress,Sneha Iyer,"Bhopal, India",5,Gorgeous!,"Obsessed with this! Lovely fabric, twirls so well and feels premium. Delivery was quick too.",IN,5/12/2026,no,no,yes
