product_handle,author,author_location,rating,title,content,author_country,commented_at,verify_purchase,feature,publish
beige-solid-linen-blended-co-ord-set,Tanvi Sinha,"Bhopal, India",5,Gorgeous!,So so happy with this one. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,5/11/2026,yes,no,yes
navy-embroidered-viscose-blended-co-ord-set,Deepika Sinha,"Gurugram, India",4,Looks great,Liked it a lot. Trendy co-ord; colour slightly different from the photo. Recommend it.,IN,5/12/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-3,Trisha Pillai,"Dehradun, India",5,Highly recommend,Loved it the moment I opened the parcel. The dupatta is gorgeous and the whole set feels festive and premium. Lovely Lady never disappoints.,IN,5/4/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress-2,Vaishnavi Kulkarni,"Surat, India",5,Gorgeous!,"Genuinely impressed. Flattering fit, great for brunch and dinners. Will definitely order again.",IN,2/19/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set-2,Ridhima Pillai,"Bhopal, India",5,Bahut sundar,So so happy with this one. Top and pants both fit perfectly and the set looks so trendy. Delivery was quick too.,IN,5/21/2026,yes,no,yes
white-printed-chanderi-kurta-bottom-dupatta-set,Nisha Kapoor,"Mumbai, India",5,Bahut sundar,Worth every single rupee. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,3/3/2026,yes,no,yes
maroon-solid-cotton-satin-co-ord-set,Tanvi Bhatia,"Jaipur, India",5,Beautiful piece,Worth every single rupee. Top and pants both fit perfectly and the set looks so trendy. Will definitely order again.,IN,1/23/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-3,Megha Chawla,"Hyderabad, India",5,Stunning in person,Worth every single rupee. The colour and the work look so elegant in person. Lovely Lady never disappoints.,IN,4/3/2026,yes,no,yes
black-printed-silk-blended-midi-dress,Nidhi Nair,"Ludhiana, India",5,Perfect fit,"Worth every single rupee. Flattering fit, great for brunch and dinners. Will definitely order again.",IN,2/11/2026,yes,no,yes
black-printed-embroidered-cotton-blended-midi-dress,Snigdha Sinha,"Gurugram, India",5,Stunning in person,So so happy with this one. The dress flows beautifully and is so comfortable. Will definitely order again.,IN,4/12/2026,yes,no,yes
rama-solid-cotton-satin-co-ord-set,Neha Gupta,"Chandigarh, India",5,So elegant,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Lovely Lady never disappoints.,IN,4/4/2026,yes,no,yes
brown-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Aishwarya Kulkarni,"Thane, India",4,Runs slightly small,"Liked it a lot. Nice embroidery, though the colour is slightly lighter than shown. Would buy again.",IN,1/31/2026,yes,no,yes
black-solid-cotton-satin-co-ord-set,Divya Bhat,"Patna, India",5,Gorgeous!,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,6/8/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress,Sonal Sharma,"Nagpur, India",5,Stunning in person,Worth every single rupee. Perfect length and the print is vibrant. Highly recommend to everyone!,IN,2/12/2026,yes,no,yes
sky-blue-printed-viscose-blended-midi-dress,Kritika Kapoor,"Thane, India",5,Gorgeous!,"Such a beautiful piece. Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,2/22/2026,yes,no,yes
beige-solid-linen-blended-co-ord-set,Sonal Chawla,"Mumbai, India",5,Best purchase,"Absolutely in love with this! Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,2/8/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Pooja Chopra,"Mumbai, India",5,Worth every rupee,So so happy with this one. The embroidery is delicate and looks really premium. Delivery was quick too.,IN,3/9/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Simran Trivedi,"Raipur, India",4,Good buy,"Quite happy with this. Nice set, the pants were slightly loose but manageable. Happy overall.",IN,1/6/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Rhea Kapoor,"Guwahati, India",5,So elegant,This is now my favourite. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,4/4/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Mahika Goel,"Surat, India",4,Good buy,"Good one for the price. Lovely set; dupatta is pretty, kurta fit slightly loose. Good value for money.",IN,5/16/2026,yes,no,yes
navy-embroidered-viscose-blended-co-ord-set,Rohan Bhat,"Raipur, India",5,So elegant,Worth every single rupee. Top and pants both fit perfectly and the set looks so trendy. Adding more to my cart soon.,IN,1/14/2026,yes,no,yes
green-printed-rayon-midi-dress-2,Arjun Bhat,"Surat, India",5,Got so many compliments,"Bahut sundar hai, loved it. Lovely fabric, twirls so well and feels premium. Highly recommend to everyone!",IN,3/19/2026,yes,no,yes
beige-embroidered-viscose-blended-co-ord-set,Deepika Pandey,"Indore, India",5,Best purchase,"Loved it the moment I opened the parcel. Such a comfy co-ord, perfect for brunch and travel. Will definitely order again.",IN,4/26/2026,yes,no,yes
sea-green-printed-crepe-silk-co-ord-set,Kritika Singh,"Ahmedabad, India",5,Exceeded expectations,Absolutely in love with this! The colour is gorgeous in person and the fit is spot on. Delivery was quick too.,IN,3/6/2026,yes,no,yes
mustard-embroidered-viscose-blended-sleeveless-straight-long-kurta,Manvi Pandey,"Gurugram, India",5,Got so many compliments,Even prettier than the photos. The embroidery is delicate and looks really premium. Lovely Lady never disappoints.,IN,2/4/2026,yes,no,yes
black-solid-cotton-satin-co-ord-set,Tanvi Bajaj,"Mumbai, India",5,Exceeded expectations,This is now my favourite. The colour is gorgeous in person and the fit is spot on. Delivery was quick too.,IN,3/8/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Bhavya Pandey,"Kolkata, India",5,Worth every rupee,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Will definitely order again.",IN,1/10/2026,yes,no,yes
green-embroidered-viscose-blended-co-ord-set-2,Rahul Chawla,"Pune, India",4,Looks great,Liked it a lot. Both pieces fit well and the fabric is comfy. Would buy again.,IN,5/19/2026,yes,no,yes
navy-embroidered-viscose-blended-co-ord-set,Arjun Nair,"Bhubaneswar, India",5,Absolutely love it,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Delivery was quick too.,IN,2/20/2026,yes,no,yes
blue-printed-embroidered-cotton-blended-midi-dress,Diya Agarwal,"Jaipur, India",5,Bahut sundar,Absolutely in love with this! Perfect length and the print is vibrant. Repeat customer for sure.,IN,2/14/2026,yes,no,yes
white-solid-viscose-blended-korean-style-co-ord-set,Rishabh Banerjee,"Patna, India",5,Premium quality,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,3/7/2026,yes,no,yes
white-printed-chanderi-kurta-bottom-dupatta-set,Ritika Chopra,"Chandigarh, India",5,Premium quality,Genuinely impressed. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,4/7/2026,yes,no,yes
magenta-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Pallavi Sinha,"Chennai, India",5,Worth every rupee,"Worth every single rupee. Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,4/30/2026,yes,no,yes
navy-embroidered-cotton-blended-co-ord-set,Shruti Reddy,"Pune, India",5,Exceeded expectations,Loved it the moment I opened the parcel. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,4/24/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Yash Kulkarni,"Surat, India",5,Perfect fit,Genuinely impressed. Top and pants both fit perfectly and the set looks so trendy. Packaging was lovely.,IN,4/19/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Lavanya Khanna,"Kolkata, India",5,Worth every rupee,Worth every single rupee. The colour and the work look so elegant in person. Packaging was lovely.,IN,5/11/2026,yes,no,yes
sky-blue-embroidered-cotton-co-ord-set,Trisha Jain,"Mumbai, India",5,Repeat buyer,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Delivery was quick too.,IN,2/4/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress,Priya Sharma,"Hyderabad, India",5,Perfect fit,"Obsessed with this! Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,4/6/2026,yes,no,yes
sea-green-embroidered-cotton-co-ord-set,Nidhi Dubey,"Thane, India",5,Worth every rupee,Absolutely in love with this! Top and pants both fit perfectly and the set looks so trendy. Adding more to my cart soon.,IN,2/18/2026,yes,no,yes
black-printed-embroidered-cotton-blended-midi-dress,Komal Sethi,"Vadodara, India",5,Premium quality,"Absolutely in love with this! Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,6/13/2026,no,no,yes
blue-printed-embroidered-cotton-blended-midi-dress,Snigdha Nair,"Bengaluru, India",5,Worth every rupee,"So so happy with this one. Lovely fabric, twirls so well and feels premium. Adding more to my cart soon.",IN,5/1/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Lavanya Iyer,"Surat, India",5,Perfect fit,"Worth every single rupee. Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,4/12/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set-2,Pallavi Pillai,"Jaipur, India",5,Perfect fit,Genuinely impressed. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,5/14/2026,no,no,yes
navy-embroidered-cotton-blended-co-ord-set,Ananya Sinha,"Nashik, India",5,Worth every rupee,Such a beautiful piece. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,5/2/2026,yes,no,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Lavanya Goel,"Dehradun, India",5,Best purchase,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,4/20/2026,yes,no,yes
peach-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Komal Kapoor,"Bengaluru, India",5,Fabric is lovely,This is now my favourite. Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,3/26/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-2,Sneha Chauhan,"Chandigarh, India",3,Mixed feelings,Decent but nothing special. Print is nice but the fit was average. Just be sure about the size.,IN,4/8/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set,Arjun Shetty,"Lucknow, India",5,Absolutely love it,Even prettier than the photos. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,6/1/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress,Trisha Bajaj,"Noida, India",5,Absolutely love it,"Absolutely in love with this! Flattering fit, great for brunch and dinners. Highly recommend to everyone!",IN,3/14/2026,yes,yes,yes
purple-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Pallavi Singh,"Nashik, India",5,Gorgeous!,This is now my favourite. The colour and the work look so elegant in person. Delivery was quick too.,IN,2/16/2026,yes,no,yes
teal-blue-embroidered-cotton-blended-midi-dress,Naina Agarwal,"Vadodara, India",5,Worth every rupee,"Bahut sundar hai, loved it. Lovely fabric, twirls so well and feels premium. Will definitely order again.",IN,2/7/2026,yes,no,yes
red-printed-viscose-blended-midi-dress-2,Aditi Verma,"Hyderabad, India",4,Good buy,Really pretty piece. Pretty dress and comfortable fabric. Would buy again.,IN,4/13/2026,yes,no,yes
sea-green-embroidered-cotton-co-ord-set,Mahika Singh,"Nagpur, India",5,Perfect fit,"Loved it the moment I opened the parcel. Such a comfy co-ord, perfect for brunch and travel. Lovely Lady never disappoints.",IN,6/4/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Khushi Sharma,"Gurugram, India",5,Worth every rupee,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,3/31/2026,yes,no,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Snigdha Gupta,"Chennai, India",5,Got so many compliments,"Loved it the moment I opened the parcel. Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,5/1/2026,yes,no,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Mahika Chawla,"Bhopal, India",4,Looks great,"Good one for the price. Nice festive set, colour a touch different from the photo. Good value for money.",IN,3/31/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Simran Agarwal,"Nagpur, India",5,Absolutely love it,"Loved it the moment I opened the parcel. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,4/6/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Sneha Mehta,"Surat, India",5,Fabric is lovely,Worth every single rupee. Perfect length and the print is vibrant. Highly recommend to everyone!,IN,3/19/2026,yes,no,yes
lavender-printed-viscose-blended-midi-dress,Aditya Shetty,"Delhi, India",5,Gorgeous!,This is now my favourite. The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,4/20/2026,yes,yes,yes
peach-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Deepika Sharma,"Ludhiana, India",5,Exceeded expectations,Genuinely impressed. The colour and the work look so elegant in person. Lovely Lady never disappoints.,IN,2/4/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-3,Yash Verma,"Chennai, India",4,Pretty and comfy,Nice pick overall. Pretty dress and comfortable fabric. Happy overall.,IN,6/10/2026,yes,no,yes
blue-printed-embroidered-cotton-blended-midi-dress,Naina Roy,"Patna, India",4,Runs slightly small,Good one for the price. Nice print; fit was slightly loose at the waist. Would buy again.,IN,1/30/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set-2,Nisha Bhat,"Raipur, India",3,Mixed feelings,It's an okay piece. Decent set but the fabric felt a bit thin. Just be sure about the size.,IN,5/15/2026,yes,no,yes
navy-embroidered-cotton-blended-co-ord-set,Manvi Goel,"Guwahati, India",4,Good buy,"Really pretty piece. Nice set, the pants were slightly loose but manageable. Happy overall.",IN,6/9/2026,yes,no,yes
green-solid-viscose-blended-korean-style-co-ord-set,Lavanya Kapoor,"Ahmedabad, India",3,Average,Decent but nothing special. Top was nice but the pant fit was just okay. Okay for the price.,IN,5/17/2026,yes,no,yes
sky-blue-printed-viscose-blended-midi-dress,Aishwarya Desai,"Pune, India",5,Perfect fit,"This is now my favourite. Lovely fabric, twirls so well and feels premium. Will definitely order again.",IN,4/4/2026,yes,yes,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Ridhima Iyer,"Bhubaneswar, India",4,Really nice,"Quite happy with this. Nice festive set, colour a touch different from the photo. Would buy again.",IN,3/19/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress-2,Komal Saxena,"Ludhiana, India",4,Happy with it,"Really pretty piece. Good dress, the length was a little long for me. Good value for money.",IN,1/18/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Neha Mishra,"Indore, India",5,Gorgeous!,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,5/7/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-3,Kavya Chauhan,"Visakhapatnam, India",5,Got so many compliments,"Bahut sundar hai, loved it. Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,3/27/2026,yes,no,yes
pink-embroidered-cotton-co-ord-set,Pallavi Sethi,"Ahmedabad, India",5,Bahut sundar,"Absolutely in love with this! Such a comfy co-ord, perfect for brunch and travel. Will definitely order again.",IN,2/5/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Aditi Desai,"Visakhapatnam, India",4,Good quality,"Nice pick overall. Nice festive set, colour a touch different from the photo. Would buy again.",IN,1/28/2026,yes,no,yes
navy-blue-embroidered-viscose-silk-blended-co-ord-set,Sonal Joshi,"Bengaluru, India",5,So elegant,So so happy with this one. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,3/29/2026,yes,no,yes
blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Tanvi Roy,"Chennai, India",5,Beautiful piece,"Bahut sundar hai, loved it. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.",IN,5/20/2026,yes,no,yes
white-embroidered-viscose-silk-blended-co-ord-set,Neha Dubey,"Hyderabad, India",5,Gorgeous!,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.",IN,3/23/2026,yes,yes,yes
yellow-embroidered-georgette-kurta-bottom-dupatta-set,Nisha Arora,"Mumbai, India",5,So elegant,Genuinely impressed. The colour and the work look so elegant in person. Packaging was lovely.,IN,5/6/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Pooja Nair,"Bhopal, India",5,Worth every rupee,"Even prettier than the photos. Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,2/26/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Rhea Jain,"Hyderabad, India",5,Fabric is lovely,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,2/17/2026,yes,no,yes
grey-printed-crepe-silk-co-ord-set,Isha Roy,"Noida, India",5,Highly recommend,Such a beautiful piece. The fabric falls beautifully and feels premium. Packaging was lovely.,IN,1/21/2026,yes,no,yes
navy-blue-embroidered-viscose-silk-blended-co-ord-set,Dhruv Kulkarni,"Thane, India",5,Fabric is lovely,Even prettier than the photos. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,3/18/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Isha Goel,"Vadodara, India",4,Happy with it,"Nice pick overall. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,5/12/2026,yes,no,yes
violet-printed-crepe-silk-co-ord-set,Rahul Desai,"Patna, India",5,Premium quality,This is now my favourite. The fabric falls beautifully and feels premium. Delivery was quick too.,IN,4/30/2026,yes,no,yes
navy-solid-cotton-satin-co-ord-set,Aishwarya Roy,"Chandigarh, India",5,Got so many compliments,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Will definitely order again.",IN,1/30/2026,yes,no,yes
black-printed-silk-blended-midi-dress,Aarohi Kulkarni,"Mysuru, India",5,Repeat buyer,"Such a beautiful piece. Flattering fit, great for brunch and dinners. Packaging was lovely.",IN,5/11/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Aarohi Nair,"Chandigarh, India",5,Exceeded expectations,Worth every single rupee. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,6/17/2026,yes,no,yes
blue-printed-viscose-blended-midi-dress,Komal Mehta,"Nashik, India",5,Fabric is lovely,Obsessed with this! Perfect length and the print is vibrant. Repeat customer for sure.,IN,5/24/2026,yes,yes,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Sanya Banerjee,"Mumbai, India",4,Happy with it,"Quite happy with this. Lovely set; dupatta is pretty, kurta fit slightly loose. Good value for money.",IN,6/19/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Aishwarya Singh,"Bhubaneswar, India",5,Bahut sundar,Such a beautiful piece. The fit is so flattering and the fabric feels breathable all day. Will definitely order again.,IN,6/15/2026,yes,yes,yes
teal-blue-printed-embroidered-cotton-blended-midi-dress,Isha Bajaj,"Jaipur, India",4,Looks great,Liked it a lot. Nice print; fit was slightly loose at the waist. Happy overall.,IN,6/14/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Neha Bajaj,"Coimbatore, India",3,It's okay,Average experience honestly. Decent set but the fabric felt a bit thin. Just be sure about the size.,IN,1/15/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Ridhima Malhotra,"Chennai, India",5,Absolutely love it,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Repeat customer for sure.,IN,5/7/2026,yes,no,yes
royal-blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Ananya Shetty,"Noida, India",5,Repeat buyer,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,3/21/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Kritika Trivedi,"Lucknow, India",4,Happy with it,"Good one for the price. Good set overall, the bottom was a little long. Happy overall.",IN,6/8/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Saloni Sinha,"Noida, India",5,Fabric is lovely,"Bahut sundar hai, loved it. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,3/3/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress-2,Karan Verma,"Ludhiana, India",5,Worth every rupee,Obsessed with this! The dress flows beautifully and is so comfortable. Repeat customer for sure.,IN,5/2/2026,yes,no,yes
purple-embroidered-viscose-blended-co-ord-set,Anjali Pillai,"Indore, India",4,Really nice,"Nice pick overall. Nice set, the pants were slightly loose but manageable. Happy overall.",IN,5/11/2026,yes,no,yes
printed-teal-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Diya Rao,"Pune, India",5,Stunning in person,Genuinely impressed. The colour and the work look so elegant in person. Lovely Lady never disappoints.,IN,5/29/2026,yes,no,yes
forest-green-printed-viscose-blended-midi-dress,Bhavya Joshi,"Noida, India",4,Happy with it,"Good one for the price. Good dress, the length was a little long for me. Would buy again.",IN,3/9/2026,yes,no,yes
purple-embroidered-viscose-blended-co-ord-set,Arjun Chawla,"Thane, India",5,Repeat buyer,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,6/17/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-3,Meera Reddy,"Delhi, India",4,Happy with it,"Liked it a lot. Good set overall, the bottom was a little long. Recommend it.",IN,2/24/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Janhvi Naidu,"Patna, India",5,Repeat buyer,"Bahut sundar hai, loved it. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,3/17/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Kavya Desai,"Dehradun, India",4,Good buy,Good one for the price. Pretty dress and comfortable fabric. Good value for money.,IN,3/14/2026,yes,no,yes
red-embroidered-georgette-kurta-bottom-dupatta-set,Aanya Goel,"Bengaluru, India",5,Gorgeous!,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,4/16/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Snigdha Trivedi,"Jaipur, India",5,Got so many compliments,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.",IN,3/9/2026,yes,no,yes
green-printed-crepe-silk-co-ord-set,Tara Sharma,"Ludhiana, India",5,Stunning in person,"Bahut sundar hai, loved it. The fabric falls beautifully and feels premium. Adding more to my cart soon.",IN,1/6/2026,yes,no,yes
printed-teal-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Bhavya Agarwal,"Kochi, India",5,Repeat buyer,"This is now my favourite. Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,3/20/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set,Ritika Reddy,"Patna, India",5,Premium quality,Obsessed with this! The colour and the work look so elegant in person. Highly recommend to everyone!,IN,2/28/2026,yes,no,yes
pink-embroidered-cotton-blended-midi-dress,Komal Sethi,"Visakhapatnam, India",5,Repeat buyer,"So so happy with this one. Lovely fabric, twirls so well and feels premium. Delivery was quick too.",IN,1/23/2026,yes,no,yes
black-printed-silk-blended-midi-dress,Kritika Desai,"Kochi, India",5,Gorgeous!,Absolutely in love with this! The dress flows beautifully and is so comfortable. Will definitely order again.,IN,2/6/2026,yes,yes,yes
golden-coloured-embroidered-viscose-silk-blended-co-ord-set,Janhvi Chawla,"Thane, India",5,Gorgeous!,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Packaging was lovely.",IN,4/30/2026,yes,no,yes
